id,sensorId,timestamp,readingType,value,unit,createdAt
TEL-18113,SEN-014,2024-02-07 17:00:00,PRESSURE,1.03,bar,2024-02-07 17:00:00
TEL-18114,SEN-015,2024-02-07 17:00:00,VIBRATION,1.637,mm/s,2024-02-07 17:00:00
TEL-18115,SEN-016,2024-02-07 17:00:00,TEMPERATURE,33.49,C,2024-02-07 17:00:00
TEL-18119,SEN-020,2024-02-07 17:00:00,TEMPERATURE,26.59,C,2024-02-07 17:00:00
TEL-18117,SEN-018,2024-02-07 17:00:00,TEMPERATURE,44.97,C,2024-02-07 17:00:00
TEL-18118,SEN-019,2024-02-07 17:00:00,VIBRATION,2.149,mm/s,2024-02-07 17:00:00
TEL-18111,SEN-012,2024-02-07 17:00:00,VIBRATION,2.194,mm/s,2024-02-07 17:00:00
TEL-18116,SEN-017,2024-02-07 17:00:00,PRESSURE,2.16,bar,2024-02-07 17:00:00
TEL-18110,SEN-011,2024-02-07 17:00:00,TEMPERATURE,33.72,C,2024-02-07 17:00:00
TEL-18109,SEN-010,2024-02-07 17:00:00,VIBRATION,1.743,mm/s,2024-02-07 17:00:00
TEL-18108,SEN-009,2024-02-07 17:00:00,STRAIN,0.0136,ratio,2024-02-07 17:00:00
TEL-18101,SEN-002,2024-02-07 17:00:00,PRESSURE,1.15,bar,2024-02-07 17:00:00
TEL-18102,SEN-003,2024-02-07 17:00:00,TEMPERATURE,43.63,C,2024-02-07 17:00:00
TEL-18103,SEN-004,2024-02-07 17:00:00,STRAIN,0.0055,ratio,2024-02-07 17:00:00
TEL-18100,SEN-001,2024-02-07 17:00:00,TEMPERATURE,34.7,C,2024-02-07 17:00:00
TEL-18105,SEN-006,2024-02-07 17:00:00,STRAIN,0.0043,ratio,2024-02-07 17:00:00
TEL-18106,SEN-007,2024-02-07 17:00:00,TEMPERATURE,35.61,C,2024-02-07 17:00:00
TEL-18107,SEN-008,2024-02-07 17:00:00,VIBRATION,1.281,mm/s,2024-02-07 17:00:00
TEL-18104,SEN-005,2024-02-07 17:00:00,VIBRATION,1.171,mm/s,2024-02-07 17:00:00
TEL-18131,SEN-012,2024-02-07 18:00:00,VIBRATION,1.106,mm/s,2024-02-07 18:00:00
TEL-18138,SEN-019,2024-02-07 18:00:00,VIBRATION,0.527,mm/s,2024-02-07 18:00:00
TEL-18137,SEN-018,2024-02-07 18:00:00,PRESSURE,1.01,bar,2024-02-07 18:00:00
TEL-18136,SEN-017,2024-02-07 18:00:00,PRESSURE,4.21,bar,2024-02-07 18:00:00
TEL-18135,SEN-016,2024-02-07 18:00:00,VIBRATION,2.186,mm/s,2024-02-07 18:00:00
TEL-18134,SEN-015,2024-02-07 18:00:00,TEMPERATURE,20.48,C,2024-02-07 18:00:00
TEL-18133,SEN-014,2024-02-07 18:00:00,VIBRATION,1.275,mm/s,2024-02-07 18:00:00
TEL-18132,SEN-013,2024-02-07 18:00:00,VIBRATION,1.198,mm/s,2024-02-07 18:00:00
TEL-18130,SEN-011,2024-02-07 18:00:00,PRESSURE,3.16,bar,2024-02-07 18:00:00
TEL-18139,SEN-020,2024-02-07 18:00:00,PRESSURE,1.09,bar,2024-02-07 18:00:00
TEL-18128,SEN-009,2024-02-07 18:00:00,STRAIN,0.0044,ratio,2024-02-07 18:00:00
TEL-18120,SEN-001,2024-02-07 18:00:00,STRAIN,0.0033,ratio,2024-02-07 18:00:00
TEL-18121,SEN-002,2024-02-07 18:00:00,VIBRATION,2.353,mm/s,2024-02-07 18:00:00
TEL-18122,SEN-003,2024-02-07 18:00:00,PRESSURE,3.26,bar,2024-02-07 18:00:00
TEL-18123,SEN-004,2024-02-07 18:00:00,PRESSURE,3.31,bar,2024-02-07 18:00:00
TEL-18129,SEN-010,2024-02-07 18:00:00,VIBRATION,0.948,mm/s,2024-02-07 18:00:00
TEL-18125,SEN-006,2024-02-07 18:00:00,PRESSURE,1.02,bar,2024-02-07 18:00:00
TEL-18126,SEN-007,2024-02-07 18:00:00,STRAIN,0.0023,ratio,2024-02-07 18:00:00
TEL-18127,SEN-008,2024-02-07 18:00:00,TEMPERATURE,49.14,C,2024-02-07 18:00:00
TEL-18124,SEN-005,2024-02-07 18:00:00,PRESSURE,2.05,bar,2024-02-07 18:00:00
TEL-18151,SEN-012,2024-02-07 19:00:00,PRESSURE,2.85,bar,2024-02-07 19:00:00
TEL-18159,SEN-020,2024-02-07 19:00:00,VIBRATION,1.176,mm/s,2024-02-07 19:00:00
TEL-18158,SEN-019,2024-02-07 19:00:00,VIBRATION,1.117,mm/s,2024-02-07 19:00:00
TEL-18157,SEN-018,2024-02-07 19:00:00,PRESSURE,2.42,bar,2024-02-07 19:00:00
TEL-18156,SEN-017,2024-02-07 19:00:00,PRESSURE,1.58,bar,2024-02-07 19:00:00
TEL-18155,SEN-016,2024-02-07 19:00:00,TEMPERATURE,28.82,C,2024-02-07 19:00:00
TEL-18154,SEN-015,2024-02-07 19:00:00,VIBRATION,2.085,mm/s,2024-02-07 19:00:00
TEL-18153,SEN-014,2024-02-07 19:00:00,VIBRATION,0.841,mm/s,2024-02-07 19:00:00
TEL-18152,SEN-013,2024-02-07 19:00:00,VIBRATION,2.475,mm/s,2024-02-07 19:00:00
TEL-18150,SEN-011,2024-02-07 19:00:00,VIBRATION,1.893,mm/s,2024-02-07 19:00:00
TEL-18149,SEN-010,2024-02-07 19:00:00,VIBRATION,2.432,mm/s,2024-02-07 19:00:00
TEL-18148,SEN-009,2024-02-07 19:00:00,STRAIN,0.0062,ratio,2024-02-07 19:00:00
TEL-18141,SEN-002,2024-02-07 19:00:00,PRESSURE,1.63,bar,2024-02-07 19:00:00
TEL-18142,SEN-003,2024-02-07 19:00:00,TEMPERATURE,29.63,C,2024-02-07 19:00:00
TEL-18143,SEN-004,2024-02-07 19:00:00,STRAIN,0.0038,ratio,2024-02-07 19:00:00
TEL-18140,SEN-001,2024-02-07 19:00:00,PRESSURE,3.35,bar,2024-02-07 19:00:00
TEL-18145,SEN-006,2024-02-07 19:00:00,PRESSURE,2.02,bar,2024-02-07 19:00:00
TEL-18146,SEN-007,2024-02-07 19:00:00,PRESSURE,3.48,bar,2024-02-07 19:00:00
TEL-18147,SEN-008,2024-02-07 19:00:00,STRAIN,0.0113,ratio,2024-02-07 19:00:00
TEL-18144,SEN-005,2024-02-07 19:00:00,TEMPERATURE,28.78,C,2024-02-07 19:00:00
TEL-18171,SEN-012,2024-02-07 20:00:00,VIBRATION,0.824,mm/s,2024-02-07 20:00:00
TEL-18178,SEN-019,2024-02-07 20:00:00,PRESSURE,1.65,bar,2024-02-07 20:00:00
TEL-18177,SEN-018,2024-02-07 20:00:00,STRAIN,0.0035,ratio,2024-02-07 20:00:00
TEL-18176,SEN-017,2024-02-07 20:00:00,TEMPERATURE,39.68,C,2024-02-07 20:00:00
TEL-18175,SEN-016,2024-02-07 20:00:00,PRESSURE,1.95,bar,2024-02-07 20:00:00
TEL-18174,SEN-015,2024-02-07 20:00:00,PRESSURE,3.3,bar,2024-02-07 20:00:00
TEL-18173,SEN-014,2024-02-07 20:00:00,VIBRATION,1.327,mm/s,2024-02-07 20:00:00
TEL-18172,SEN-013,2024-02-07 20:00:00,PRESSURE,3.41,bar,2024-02-07 20:00:00
TEL-18170,SEN-011,2024-02-07 20:00:00,TEMPERATURE,30.05,C,2024-02-07 20:00:00
TEL-18179,SEN-020,2024-02-07 20:00:00,STRAIN,0.0031,ratio,2024-02-07 20:00:00
TEL-18168,SEN-009,2024-02-07 20:00:00,STRAIN,0.0094,ratio,2024-02-07 20:00:00
TEL-18160,SEN-001,2024-02-07 20:00:00,VIBRATION,2.347,mm/s,2024-02-07 20:00:00
TEL-18161,SEN-002,2024-02-07 20:00:00,VIBRATION,2.052,mm/s,2024-02-07 20:00:00
TEL-18162,SEN-003,2024-02-07 20:00:00,PRESSURE,1.18,bar,2024-02-07 20:00:00
TEL-18163,SEN-004,2024-02-07 20:00:00,TEMPERATURE,37.09,C,2024-02-07 20:00:00
TEL-18169,SEN-010,2024-02-07 20:00:00,STRAIN,0.0027,ratio,2024-02-07 20:00:00
TEL-18165,SEN-006,2024-02-07 20:00:00,TEMPERATURE,41.42,C,2024-02-07 20:00:00
TEL-18166,SEN-007,2024-02-07 20:00:00,TEMPERATURE,41.95,C,2024-02-07 20:00:00
TEL-18167,SEN-008,2024-02-07 20:00:00,VIBRATION,2.828,mm/s,2024-02-07 20:00:00
TEL-18164,SEN-005,2024-02-07 20:00:00,TEMPERATURE,43.74,C,2024-02-07 20:00:00
TEL-18191,SEN-012,2024-02-07 21:00:00,PRESSURE,1.96,bar,2024-02-07 21:00:00
TEL-18198,SEN-019,2024-02-07 21:00:00,TEMPERATURE,41.32,C,2024-02-07 21:00:00
TEL-18197,SEN-018,2024-02-07 21:00:00,TEMPERATURE,38.8,C,2024-02-07 21:00:00
TEL-18196,SEN-017,2024-02-07 21:00:00,TEMPERATURE,45.44,C,2024-02-07 21:00:00
TEL-18195,SEN-016,2024-02-07 21:00:00,PRESSURE,2.4,bar,2024-02-07 21:00:00
TEL-18194,SEN-015,2024-02-07 21:00:00,STRAIN,0.0059,ratio,2024-02-07 21:00:00
TEL-18193,SEN-014,2024-02-07 21:00:00,STRAIN,0.0073,ratio,2024-02-07 21:00:00
TEL-18192,SEN-013,2024-02-07 21:00:00,PRESSURE,3.24,bar,2024-02-07 21:00:00
TEL-18190,SEN-011,2024-02-07 21:00:00,VIBRATION,1.649,mm/s,2024-02-07 21:00:00
TEL-18199,SEN-020,2024-02-07 21:00:00,TEMPERATURE,30.45,C,2024-02-07 21:00:00
TEL-18188,SEN-009,2024-02-07 21:00:00,PRESSURE,5.02,bar,2024-02-07 21:00:00
TEL-18180,SEN-001,2024-02-07 21:00:00,VIBRATION,3.828,mm/s,2024-02-07 21:00:00
TEL-18181,SEN-002,2024-02-07 21:00:00,STRAIN,0.0072,ratio,2024-02-07 21:00:00
TEL-18182,SEN-003,2024-02-07 21:00:00,STRAIN,0.0036,ratio,2024-02-07 21:00:00
TEL-18183,SEN-004,2024-02-07 21:00:00,PRESSURE,2.92,bar,2024-02-07 21:00:00
TEL-18189,SEN-010,2024-02-07 21:00:00,PRESSURE,1.05,bar,2024-02-07 21:00:00
TEL-18185,SEN-006,2024-02-07 21:00:00,TEMPERATURE,38.7,C,2024-02-07 21:00:00
TEL-18186,SEN-007,2024-02-07 21:00:00,PRESSURE,3.45,bar,2024-02-07 21:00:00
TEL-18187,SEN-008,2024-02-07 21:00:00,VIBRATION,2.631,mm/s,2024-02-07 21:00:00
TEL-18184,SEN-005,2024-02-07 21:00:00,STRAIN,0.0067,ratio,2024-02-07 21:00:00
TEL-18210,SEN-011,2024-02-07 22:00:00,TEMPERATURE,38.84,C,2024-02-07 22:00:00
TEL-18218,SEN-019,2024-02-07 22:00:00,PRESSURE,2.96,bar,2024-02-07 22:00:00
TEL-18217,SEN-018,2024-02-07 22:00:00,VIBRATION,1.562,mm/s,2024-02-07 22:00:00
TEL-18216,SEN-017,2024-02-07 22:00:00,TEMPERATURE,51.58,C,2024-02-07 22:00:00
TEL-18215,SEN-016,2024-02-07 22:00:00,STRAIN,0.0027,ratio,2024-02-07 22:00:00
TEL-18214,SEN-015,2024-02-07 22:00:00,PRESSURE,1.32,bar,2024-02-07 22:00:00
TEL-18213,SEN-014,2024-02-07 22:00:00,STRAIN,0.0043,ratio,2024-02-07 22:00:00
TEL-18212,SEN-013,2024-02-07 22:00:00,STRAIN,0.0074,ratio,2024-02-07 22:00:00
TEL-18211,SEN-012,2024-02-07 22:00:00,VIBRATION,1.677,mm/s,2024-02-07 22:00:00
TEL-18219,SEN-020,2024-02-07 22:00:00,PRESSURE,2.44,bar,2024-02-07 22:00:00
TEL-18209,SEN-010,2024-02-07 22:00:00,TEMPERATURE,30.63,C,2024-02-07 22:00:00
TEL-18207,SEN-008,2024-02-07 22:00:00,STRAIN,0.012,ratio,2024-02-07 22:00:00
TEL-18206,SEN-007,2024-02-07 22:00:00,TEMPERATURE,23.07,C,2024-02-07 22:00:00
TEL-18205,SEN-006,2024-02-07 22:00:00,VIBRATION,2.21,mm/s,2024-02-07 22:00:00
TEL-18204,SEN-005,2024-02-07 22:00:00,PRESSURE,1.28,bar,2024-02-07 22:00:00
TEL-18203,SEN-004,2024-02-07 22:00:00,PRESSURE,3.14,bar,2024-02-07 22:00:00
TEL-18202,SEN-003,2024-02-07 22:00:00,VIBRATION,1.143,mm/s,2024-02-07 22:00:00
TEL-18201,SEN-002,2024-02-07 22:00:00,STRAIN,0.0047,ratio,2024-02-07 22:00:00
TEL-18200,SEN-001,2024-02-07 22:00:00,PRESSURE,4.04,bar,2024-02-07 22:00:00
TEL-18208,SEN-009,2024-02-07 22:00:00,PRESSURE,2.99,bar,2024-02-07 22:00:00
TEL-18232,SEN-013,2024-02-07 23:00:00,PRESSURE,1.92,bar,2024-02-07 23:00:00
TEL-18233,SEN-014,2024-02-07 23:00:00,PRESSURE,1.64,bar,2024-02-07 23:00:00
TEL-18234,SEN-015,2024-02-07 23:00:00,PRESSURE,1.09,bar,2024-02-07 23:00:00
TEL-18235,SEN-016,2024-02-07 23:00:00,PRESSURE,2.15,bar,2024-02-07 23:00:00
TEL-18238,SEN-019,2024-02-07 23:00:00,PRESSURE,4.4,bar,2024-02-07 23:00:00
TEL-18239,SEN-020,2024-02-07 23:00:00,PRESSURE,1.84,bar,2024-02-07 23:00:00
TEL-18237,SEN-018,2024-02-07 23:00:00,STRAIN,0.0049,ratio,2024-02-07 23:00:00
TEL-18231,SEN-012,2024-02-07 23:00:00,VIBRATION,1.894,mm/s,2024-02-07 23:00:00
TEL-18236,SEN-017,2024-02-07 23:00:00,PRESSURE,1.67,bar,2024-02-07 23:00:00
TEL-18230,SEN-011,2024-02-07 23:00:00,PRESSURE,3.49,bar,2024-02-07 23:00:00
TEL-18222,SEN-003,2024-02-07 23:00:00,STRAIN,0.0068,ratio,2024-02-07 23:00:00
TEL-18228,SEN-009,2024-02-07 23:00:00,TEMPERATURE,50.83,C,2024-02-07 23:00:00
TEL-18229,SEN-010,2024-02-07 23:00:00,VIBRATION,0.77,mm/s,2024-02-07 23:00:00
TEL-18221,SEN-002,2024-02-07 23:00:00,TEMPERATURE,38.34,C,2024-02-07 23:00:00
TEL-18223,SEN-004,2024-02-07 23:00:00,TEMPERATURE,32.12,C,2024-02-07 23:00:00
TEL-18220,SEN-001,2024-02-07 23:00:00,VIBRATION,2.999,mm/s,2024-02-07 23:00:00
TEL-18225,SEN-006,2024-02-07 23:00:00,TEMPERATURE,31.94,C,2024-02-07 23:00:00
TEL-18226,SEN-007,2024-02-07 23:00:00,TEMPERATURE,42.92,C,2024-02-07 23:00:00
TEL-18224,SEN-005,2024-02-07 23:00:00,PRESSURE,3.14,bar,2024-02-07 23:00:00
TEL-18227,SEN-008,2024-02-07 23:00:00,VIBRATION,1.475,mm/s,2024-02-07 23:00:00
TEL-18259,SEN-020,2024-02-08 00:00:00,STRAIN,0.0058,ratio,2024-02-08 00:00:00
TEL-18258,SEN-019,2024-02-08 00:00:00,TEMPERATURE,45.1,C,2024-02-08 00:00:00
TEL-18257,SEN-018,2024-02-08 00:00:00,STRAIN,0.0067,ratio,2024-02-08 00:00:00
TEL-18256,SEN-017,2024-02-08 00:00:00,TEMPERATURE,50.68,C,2024-02-08 00:00:00
TEL-18255,SEN-016,2024-02-08 00:00:00,VIBRATION,0.97,mm/s,2024-02-08 00:00:00
TEL-18254,SEN-015,2024-02-08 00:00:00,TEMPERATURE,40.42,C,2024-02-08 00:00:00
TEL-18253,SEN-014,2024-02-08 00:00:00,STRAIN,0.0064,ratio,2024-02-08 00:00:00
TEL-18251,SEN-012,2024-02-08 00:00:00,TEMPERATURE,21.5,C,2024-02-08 00:00:00
TEL-18250,SEN-011,2024-02-08 00:00:00,PRESSURE,2.68,bar,2024-02-08 00:00:00
TEL-18252,SEN-013,2024-02-08 00:00:00,PRESSURE,3.1,bar,2024-02-08 00:00:00
TEL-18248,SEN-009,2024-02-08 00:00:00,TEMPERATURE,34.52,C,2024-02-08 00:00:00
TEL-18249,SEN-010,2024-02-08 00:00:00,STRAIN,0.0048,ratio,2024-02-08 00:00:00
TEL-18241,SEN-002,2024-02-08 00:00:00,TEMPERATURE,43.56,C,2024-02-08 00:00:00
TEL-18242,SEN-003,2024-02-08 00:00:00,TEMPERATURE,25.26,C,2024-02-08 00:00:00
TEL-18243,SEN-004,2024-02-08 00:00:00,PRESSURE,2.72,bar,2024-02-08 00:00:00
TEL-18240,SEN-001,2024-02-08 00:00:00,PRESSURE,3.78,bar,2024-02-08 00:00:00
TEL-18245,SEN-006,2024-02-08 00:00:00,PRESSURE,1.07,bar,2024-02-08 00:00:00
TEL-18246,SEN-007,2024-02-08 00:00:00,PRESSURE,3.38,bar,2024-02-08 00:00:00
TEL-18247,SEN-008,2024-02-08 00:00:00,VIBRATION,2.426,mm/s,2024-02-08 00:00:00
TEL-18244,SEN-005,2024-02-08 00:00:00,STRAIN,0.002,ratio,2024-02-08 00:00:00
TEL-18271,SEN-012,2024-02-08 01:00:00,TEMPERATURE,40.07,C,2024-02-08 01:00:00
TEL-18279,SEN-020,2024-02-08 01:00:00,VIBRATION,0.893,mm/s,2024-02-08 01:00:00
TEL-18278,SEN-019,2024-02-08 01:00:00,TEMPERATURE,41.96,C,2024-02-08 01:00:00
TEL-18277,SEN-018,2024-02-08 01:00:00,STRAIN,0.0032,ratio,2024-02-08 01:00:00
TEL-18276,SEN-017,2024-02-08 01:00:00,TEMPERATURE,43.06,C,2024-02-08 01:00:00
TEL-18275,SEN-016,2024-02-08 01:00:00,PRESSURE,2.07,bar,2024-02-08 01:00:00
TEL-18274,SEN-015,2024-02-08 01:00:00,TEMPERATURE,35.16,C,2024-02-08 01:00:00
TEL-18273,SEN-014,2024-02-08 01:00:00,PRESSURE,1.09,bar,2024-02-08 01:00:00
TEL-18272,SEN-013,2024-02-08 01:00:00,PRESSURE,2.52,bar,2024-02-08 01:00:00
TEL-18270,SEN-011,2024-02-08 01:00:00,VIBRATION,2.209,mm/s,2024-02-08 01:00:00
TEL-18262,SEN-003,2024-02-08 01:00:00,TEMPERATURE,40.05,C,2024-02-08 01:00:00
TEL-18268,SEN-009,2024-02-08 01:00:00,VIBRATION,2.398,mm/s,2024-02-08 01:00:00
TEL-18267,SEN-008,2024-02-08 01:00:00,TEMPERATURE,37.59,C,2024-02-08 01:00:00
TEL-18266,SEN-007,2024-02-08 01:00:00,PRESSURE,1.35,bar,2024-02-08 01:00:00
TEL-18265,SEN-006,2024-02-08 01:00:00,TEMPERATURE,37.02,C,2024-02-08 01:00:00
TEL-18264,SEN-005,2024-02-08 01:00:00,TEMPERATURE,32.39,C,2024-02-08 01:00:00
TEL-18263,SEN-004,2024-02-08 01:00:00,TEMPERATURE,28.87,C,2024-02-08 01:00:00
TEL-18261,SEN-002,2024-02-08 01:00:00,VIBRATION,2.421,mm/s,2024-02-08 01:00:00
TEL-18260,SEN-001,2024-02-08 01:00:00,PRESSURE,1.86,bar,2024-02-08 01:00:00
TEL-18269,SEN-010,2024-02-08 01:00:00,TEMPERATURE,34.55,C,2024-02-08 01:00:00
TEL-18292,SEN-013,2024-02-08 02:00:00,PRESSURE,1.1,bar,2024-02-08 02:00:00
TEL-18293,SEN-014,2024-02-08 02:00:00,VIBRATION,2.482,mm/s,2024-02-08 02:00:00
TEL-18294,SEN-015,2024-02-08 02:00:00,STRAIN,0.0053,ratio,2024-02-08 02:00:00
TEL-18295,SEN-016,2024-02-08 02:00:00,VIBRATION,1.026,mm/s,2024-02-08 02:00:00
TEL-18299,SEN-020,2024-02-08 02:00:00,VIBRATION,2.486,mm/s,2024-02-08 02:00:00
TEL-18297,SEN-018,2024-02-08 02:00:00,VIBRATION,1.807,mm/s,2024-02-08 02:00:00
TEL-18298,SEN-019,2024-02-08 02:00:00,VIBRATION,3.594,mm/s,2024-02-08 02:00:00
TEL-18291,SEN-012,2024-02-08 02:00:00,PRESSURE,2.05,bar,2024-02-08 02:00:00
TEL-18296,SEN-017,2024-02-08 02:00:00,PRESSURE,2.82,bar,2024-02-08 02:00:00
TEL-18290,SEN-011,2024-02-08 02:00:00,STRAIN,0.0054,ratio,2024-02-08 02:00:00
TEL-18282,SEN-003,2024-02-08 02:00:00,TEMPERATURE,27.49,C,2024-02-08 02:00:00
TEL-18288,SEN-009,2024-02-08 02:00:00,TEMPERATURE,48.21,C,2024-02-08 02:00:00
TEL-18281,SEN-002,2024-02-08 02:00:00,STRAIN,0.0033,ratio,2024-02-08 02:00:00
TEL-18283,SEN-004,2024-02-08 02:00:00,STRAIN,0.007,ratio,2024-02-08 02:00:00
TEL-18284,SEN-005,2024-02-08 02:00:00,TEMPERATURE,34.36,C,2024-02-08 02:00:00
TEL-18280,SEN-001,2024-02-08 02:00:00,PRESSURE,4.08,bar,2024-02-08 02:00:00
TEL-18286,SEN-007,2024-02-08 02:00:00,PRESSURE,2.56,bar,2024-02-08 02:00:00
TEL-18287,SEN-008,2024-02-08 02:00:00,VIBRATION,2.012,mm/s,2024-02-08 02:00:00
TEL-18285,SEN-006,2024-02-08 02:00:00,STRAIN,0.0065,ratio,2024-02-08 02:00:00
TEL-18289,SEN-010,2024-02-08 02:00:00,VIBRATION,0.736,mm/s,2024-02-08 02:00:00
TEL-18319,SEN-020,2024-02-08 03:00:00,STRAIN,0.0061,ratio,2024-02-08 03:00:00
TEL-18311,SEN-012,2024-02-08 03:00:00,VIBRATION,2.491,mm/s,2024-02-08 03:00:00
TEL-18318,SEN-019,2024-02-08 03:00:00,PRESSURE,3.71,bar,2024-02-08 03:00:00
TEL-18317,SEN-018,2024-02-08 03:00:00,STRAIN,0.0037,ratio,2024-02-08 03:00:00
TEL-18316,SEN-017,2024-02-08 03:00:00,STRAIN,0.0079,ratio,2024-02-08 03:00:00
TEL-18315,SEN-016,2024-02-08 03:00:00,PRESSURE,1.88,bar,2024-02-08 03:00:00
TEL-18314,SEN-015,2024-02-08 03:00:00,VIBRATION,2.398,mm/s,2024-02-08 03:00:00
TEL-18313,SEN-014,2024-02-08 03:00:00,TEMPERATURE,23.96,C,2024-02-08 03:00:00
TEL-18312,SEN-013,2024-02-08 03:00:00,STRAIN,0.0069,ratio,2024-02-08 03:00:00
TEL-18310,SEN-011,2024-02-08 03:00:00,TEMPERATURE,39.76,C,2024-02-08 03:00:00
TEL-18308,SEN-009,2024-02-08 03:00:00,PRESSURE,1.36,bar,2024-02-08 03:00:00
TEL-18307,SEN-008,2024-02-08 03:00:00,TEMPERATURE,45.4,C,2024-02-08 03:00:00
TEL-18306,SEN-007,2024-02-08 03:00:00,PRESSURE,1.96,bar,2024-02-08 03:00:00
TEL-18305,SEN-006,2024-02-08 03:00:00,PRESSURE,3.22,bar,2024-02-08 03:00:00
TEL-18304,SEN-005,2024-02-08 03:00:00,PRESSURE,3.2,bar,2024-02-08 03:00:00
TEL-18303,SEN-004,2024-02-08 03:00:00,STRAIN,0.0063,ratio,2024-02-08 03:00:00
TEL-18302,SEN-003,2024-02-08 03:00:00,PRESSURE,3.07,bar,2024-02-08 03:00:00
TEL-18301,SEN-002,2024-02-08 03:00:00,PRESSURE,1.39,bar,2024-02-08 03:00:00
TEL-18300,SEN-001,2024-02-08 03:00:00,TEMPERATURE,56.4,C,2024-02-08 03:00:00
TEL-18309,SEN-010,2024-02-08 03:00:00,STRAIN,0.0072,ratio,2024-02-08 03:00:00
TEL-18332,SEN-013,2024-02-08 04:00:00,TEMPERATURE,27.84,C,2024-02-08 04:00:00
TEL-18333,SEN-014,2024-02-08 04:00:00,PRESSURE,1.25,bar,2024-02-08 04:00:00
TEL-18334,SEN-015,2024-02-08 04:00:00,PRESSURE,2.22,bar,2024-02-08 04:00:00
TEL-18335,SEN-016,2024-02-08 04:00:00,VIBRATION,1.831,mm/s,2024-02-08 04:00:00
TEL-18331,SEN-012,2024-02-08 04:00:00,STRAIN,0.0056,ratio,2024-02-08 04:00:00
TEL-18337,SEN-018,2024-02-08 04:00:00,PRESSURE,1.19,bar,2024-02-08 04:00:00
TEL-18338,SEN-019,2024-02-08 04:00:00,VIBRATION,1.792,mm/s,2024-02-08 04:00:00
TEL-18339,SEN-020,2024-02-08 04:00:00,VIBRATION,0.769,mm/s,2024-02-08 04:00:00
TEL-18336,SEN-017,2024-02-08 04:00:00,VIBRATION,1.072,mm/s,2024-02-08 04:00:00
TEL-18330,SEN-011,2024-02-08 04:00:00,VIBRATION,1.386,mm/s,2024-02-08 04:00:00
TEL-18322,SEN-003,2024-02-08 04:00:00,TEMPERATURE,34.73,C,2024-02-08 04:00:00
TEL-18328,SEN-009,2024-02-08 04:00:00,TEMPERATURE,42.98,C,2024-02-08 04:00:00
TEL-18320,SEN-001,2024-02-08 04:00:00,STRAIN,0.0074,ratio,2024-02-08 04:00:00
TEL-18321,SEN-002,2024-02-08 04:00:00,TEMPERATURE,39.06,C,2024-02-08 04:00:00
TEL-18323,SEN-004,2024-02-08 04:00:00,STRAIN,0.0064,ratio,2024-02-08 04:00:00
TEL-18329,SEN-010,2024-02-08 04:00:00,VIBRATION,0.604,mm/s,2024-02-08 04:00:00
TEL-18325,SEN-006,2024-02-08 04:00:00,VIBRATION,2.103,mm/s,2024-02-08 04:00:00
TEL-18326,SEN-007,2024-02-08 04:00:00,TEMPERATURE,31.06,C,2024-02-08 04:00:00
TEL-18327,SEN-008,2024-02-08 04:00:00,TEMPERATURE,41.98,C,2024-02-08 04:00:00
TEL-18324,SEN-005,2024-02-08 04:00:00,PRESSURE,3.15,bar,2024-02-08 04:00:00
TEL-18359,SEN-020,2024-02-08 05:00:00,TEMPERATURE,43.79,C,2024-02-08 05:00:00
TEL-18358,SEN-019,2024-02-08 05:00:00,VIBRATION,3.398,mm/s,2024-02-08 05:00:00
TEL-18357,SEN-018,2024-02-08 05:00:00,PRESSURE,2.42,bar,2024-02-08 05:00:00
TEL-18356,SEN-017,2024-02-08 05:00:00,VIBRATION,3.998,mm/s,2024-02-08 05:00:00
TEL-18355,SEN-016,2024-02-08 05:00:00,VIBRATION,1.948,mm/s,2024-02-08 05:00:00
TEL-18354,SEN-015,2024-02-08 05:00:00,TEMPERATURE,21.44,C,2024-02-08 05:00:00
TEL-18353,SEN-014,2024-02-08 05:00:00,VIBRATION,2.125,mm/s,2024-02-08 05:00:00
TEL-18351,SEN-012,2024-02-08 05:00:00,PRESSURE,1.99,bar,2024-02-08 05:00:00
TEL-18350,SEN-011,2024-02-08 05:00:00,PRESSURE,2.28,bar,2024-02-08 05:00:00
TEL-18352,SEN-013,2024-02-08 05:00:00,STRAIN,0.0077,ratio,2024-02-08 05:00:00
TEL-18348,SEN-009,2024-02-08 05:00:00,VIBRATION,1.823,mm/s,2024-02-08 05:00:00
TEL-18340,SEN-001,2024-02-08 05:00:00,PRESSURE,2.23,bar,2024-02-08 05:00:00
TEL-18341,SEN-002,2024-02-08 05:00:00,TEMPERATURE,21.41,C,2024-02-08 05:00:00
TEL-18342,SEN-003,2024-02-08 05:00:00,STRAIN,0.0045,ratio,2024-02-08 05:00:00
TEL-18343,SEN-004,2024-02-08 05:00:00,TEMPERATURE,33.23,C,2024-02-08 05:00:00
TEL-18349,SEN-010,2024-02-08 05:00:00,VIBRATION,2.265,mm/s,2024-02-08 05:00:00
TEL-18345,SEN-006,2024-02-08 05:00:00,TEMPERATURE,25.55,C,2024-02-08 05:00:00
TEL-18346,SEN-007,2024-02-08 05:00:00,PRESSURE,1.79,bar,2024-02-08 05:00:00
TEL-18347,SEN-008,2024-02-08 05:00:00,VIBRATION,2.367,mm/s,2024-02-08 05:00:00
TEL-18344,SEN-005,2024-02-08 05:00:00,VIBRATION,1.082,mm/s,2024-02-08 05:00:00
